"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Temp. ambiente","Acidez total","Dureza de calcio","Sólidos totales","Nitrógeno total","fecha","año","mes","est"
21,8.1,7.27,257,100,84.56,15.81,95.35,0.37,6.46,0.241,0.5,2.3,19.61,0.1,14.6,45.065,19.25,0.51,83,232,0.1,0.1,6.6476,0.0025,0.0915,0.0005,0.05,0.05,7.032,0.171,0.001,0.1,0.0028,10,0.02,1500000,750000,34,2.99,52.01,315,9,2024-08-20,"2024","8","RZ-04"
22,7.6,5.9,254,550,98.61,12,105.57,0.52,7.05,0.214,0.79,4.36,24,0.1,50.1,73.321,7.32,1.19,636.84,292.16,0.1,0.1,12.9156,0.0025,0.177,0.0005,0.05,0.05,29.023,0.724,0.00104,0.1,0.0168,10,0.034,1100000,460000,31,5.27,58.71,929,11.62,2024-08-20,"2024","8","RZ-03"
23,7.3,2.98,258,500,98.91,12.97,100.66,0.55,5.21,0.29,1.7,4.73,10,0.1,14.4,65.555,19.91,1.16,523.33,223.67,0.1,0.1,15.566,0.0025,0.1526,0.0005,0.05,0.05,28.128,0.398,0.00101,0.1,0.0114,10,0.034,460000,240000,34,5.77,61.86,747,10.23,2024-08-20,"2024","8","RZ-02"
23,7,3.81,429,650,90.82,14.17,90.83,0.91,2.62,0.316,1.45,2.73,10.38,0.1,57.7,87.37,7.13,1.3,728.57,273.43,0.1,0.1,76.485,0.0037,0.3185,0.0005,0.05,0.05,26.187,0.504,0.00084,0.1,0.0181,13.5,0.064,240000,240000,28,6.57,59.49,1002,5.67,2024-08-20,"2024","8","RL-02"
23,7.2,2.98,446,600,103.94,14.42,95.35,0.88,1.89,0.212,1.15,3.64,13.95,0.1,43,104.502,7.54,1.23,740.91,297.09,0.2,0.1,42.925,0.0038,0.3121,0.0005,0.05,0.05,24.246,0.548,0.00112,0.1,0.0174,15.9,0.089,46000,46000,29,7.46,58.71,1038,5.74,2024-08-20,"2024","8","RL-01"
23,6.8,3.41,451,550,109.68,12.97,87.49,0.74,1.32,0.225,1.88,4.12,27.97,0.1,48.6,102.597,17.99,1.08,640,336,0.1,0.1,45.96,0.0068,0.2338,0.0005,0.05,0.05,23.649,0.332,0.00103,0.1,0.0183,14.7,0.08,110000,110000,32,6.87,55.16,976,,2024-08-20,"2024","8","CS-01"
21,7.3,6.82,273,400,73.26,8.71,63.08,0.57,5.11,0.01,0.5,4.44,13.74,0.1,13.7,58.096,10.84,1.18,541.18,238.82,1.5,0.1,34.5601,0.0025,0.2188,0.0005,0.05,0.05,25.397,0.952,0.0005,0.1,0.0216,10,0.08,430000,240000,26,2.79,33.88,780,9.55,2024-09-17,"2024","9","RZ-05"
21,7.7,5.29,210,550,83.11,9.49,80.82,0.6,10.8,0.01,0.5,3.5,13.57,0.1,10.9,56.739,12.26,1.17,565.79,339.21,0.9,0.1,38.62,0.0025,0.2012,0.0005,0.05,0.05,28.988,0.766,0.0005,0.1,0.0233,10,0.127,2400000,2400000,28,2.99,44.92,905,14.3,2024-09-17,"2024","9","RZ-04"
22,7.3,6.09,230,1500,92.46,9.1,102.7,0.59,5.81,0.01,0.5,4.17,13.61,0.1,23.9,133.39,8.55,2.2,1850,258,2.3,0.1,87.78,0.0025,0.3867,0.0005,0.066,0.084,67.268,1.94,0.00086,0.118,0.0501,10,0.168,4600000,4600000,33,3.98,40.98,2108,9.98,2024-09-17,"2024","9","RZ-03"
23,7.5,5.1,310,800,95.37,9.44,83.97,0.68,5.46,0.01,0.5,5.89,15.77,0.1,12.3,83.76,6.9,1.59,987.1,324.9,1.5,0.1,56.5206,0.0025,0.2306,0.0005,0.05,0.05,42.755,0.99,0.00067,0.1,0.293,10,0.095,2400000,2400000,36,3.68,46.89,1312,11.35,2024-09-17,"2024","9","RZ-02"
24,7.4,2,441,200,131.66,31.02,104.67,0.74,3.2,0.355,2.78,7.39,62.25,0.1,22.9,70.446,29.73,1.63,226.09,366.91,0.2,0.1,17.09,0.0025,0.1854,0.0005,0.05,0.05,10.34,0.33,0.0005,0.1,0.0094,43.6,0.061,4600,2400,29,5.47,66.19,593,10.95,2024-09-11,"2024","9","RL-02"
24,7.4,3.03,389,200,125.12,23.82,102.3,0.67,3.1,0.362,2.33,2.56,58.04,0.1,16.7,54.586,25.7,1.42,202.44,331.56,0.1,0.1,16.5325,0.0025,0.1879,0.0005,0.05,0.05,10.632,0.301,0.0005,0.1,0.0094,35,0.047,46000,24000,28,6.17,87.07,534,6.02,2024-09-11,"2024","9","RL-01"
24,7.2,1.84,279,130,113.06,11.69,100.33,0.46,1.29,0.632,0.5,4.22,10,0.1,7.8,49.294,24.67,0.84,120,217,0.4,0.1,9.3296,0.0025,0.1038,0.0005,0.05,0.05,7.703,0.451,0.0005,0.1,0.0053,10.8,0.029,110000,46000,34,5.47,64.22,337,6.14,2024-09-11,"2024","9","CS-01"
19,7.7,6.53,307,5.9,115.92,19.32,98,0.28,5.71,0.127,0.5,2.33,20.72,0.1,2.5,36.298,5.14,0.48,8,237,0.1,0.1,0.2907,0.0025,0.0706,0.0005,0.05,0.05,0.607,0.05,0.0005,0.1,0.0025,15.7,0.02,24000,24000,29,2.5,63.4,245,8.17,2024-10-15,"2024","10","RZ-05"
18,8,7.32,281,9.4,114.35,14.43,103.19,0.24,4.82,0.098,0.5,2.44,19.7,0.1,3,25.226,5.14,0.3,12,219,0.1,0.1,0.7284,0.0025,0.0604,0.0005,0.05,0.05,0.964,0.05,0.0005,0.1,0.0025,10,0.02,24000,24000,30,2.1,63.6,231,7.36,2024-10-15,"2024","10","RZ-04"
20,7.7,5.58,337,22,139.76,18.54,139.32,0.34,3.96,0.37,0.5,3.05,23.31,0.1,2.4,26.998,5.14,0.37,27,260,0.1,0.1,2.3441,0.0025,0.0663,0.0005,0.05,0.05,2.185,0.085,0.0005,0.1,0.0025,12.5,0.02,460000000,460000000,32,2.3,87.6,287,7.38,2024-10-15,"2024","10","RZ-03"
22,7.3,1.67,697,22,184.38,19.62,143.91,0.43,0.12,0.042,0.5,3.77,22.03,0.1,39.7,108.941,5.14,0.65,23,260,1,0.1,1.2989,0.0025,0.085,0.0005,0.05,0.05,2.023,0.32,0.0005,0.1,0.0025,13.5,0.02,2400000,2400000,33,7.4,94.4,283,3.93,2024-10-15,"2024","10","RZ-02"
22,8.2,6.1,539,110,176.51,35.42,119.96,0.58,2.77,0.01,0.5,2.66,101.28,0.1,7.5,74.043,5.14,1.64,218.37,413.63,0.2,0.1,15.45,0.0025,0.1545,0.00095,0.05,0.05,8.091,0.238,0.0005,0.1,0.0117,56.8,0.062,4600000,4600000,29,2,78.8,632,5.43,2024-10-15,"2024","10","RL-02"
23,8,5.29,541,110,169.05,33.61,117.76,0.75,2.6,0.01,0.5,4.55,99.23,0.1,13.2,114.025,5.14,1.57,206,397,0.1,0.1,15.316,0.0025,0.1519,0.00076,0.05,0.05,7.929,0.242,0.0005,0.1,0.018,52,0.038,240000,240000,29,2,79.6,603,7.15,2024-10-15,"2024","10","RL-01"
24,7.3,2.08,864,25,183.75,22.45,128.94,0.38,0.1,0.029,2.05,4.66,22.2,0.1,23.8,101.645,5.14,0.81,25.49,275.51,0.1,0.1,1.3081,0.0025,0.0911,0.0005,0.05,0.05,2.246,0.496,0.0005,0.1,0.0051,17.6,0.02,11000000,11000000,34,7.9,63.2,301,4.69,2024-10-15,"2024","10","CS-01"
20,7.7,5.32,427,2.3,128.07,25.84,105.33,0.51,6.68,0.01,0.5,1.66,30.83,0.14,3.8,29.807,8.29,1.94,7,295,0.1,0.1,0.1396,0.0025,0.0465,0.0005,0.05,0.05,0.265,0.05,0.0005,0.1,0.0025,22.8,0.02,4600,2400,23,4.53,72.07,295,8.34,2024-11-19,"2024","11","RZ-05"
19,8,5.69,382,5.7,142.21,18.43,131.71,0.4,5.25,0.223,0.5,2.88,20.7,0.43,3.9,51.281,5.61,0.91,7,253,0.1,0.1,0.3659,0.0025,0.0526,0.0005,0.05,0.05,0.541,0.05,0.0005,0.1,0.0025,19.9,0.02,46000,24000,23,3.74,75.24,253,8.35,2024-11-19,"2024","11","RZ-04"
21,7.7,4.93,454,1.8,177.66,21.97,147.58,0.45,1.2,0.01,0.5,3.49,28.15,0.16,3.6,38.48,24.45,0.74,7,284,0.1,0.1,0.1799,0.0025,0.0528,0.0005,0.05,0.05,0.216,0.05,0.0005,0.1,0.0038,27.5,0.02,46000,46000,27,4.14,87.91,284,4.69,2024-11-19,"2024","11","RZ-03"
23,7.2,2.89,649,30,267.92,51.26,187.25,0.6,0.1,0.01,2.44,8.87,10.73,0.14,113.8,228.698,14.4,1.86,47.83,413.17,0.1,3.13,1.3664,0.0025,0.1003,0.0005,0.05,0.05,2.568,0.469,0.0005,0.1,0.0052,54.5,0.02,46000000,46000000,29,11.72,116.82,461,8.87,2024-11-19,"2024","11","RZ-02"
22,7.9,7.25,476,35,208.06,38,143.61,0.83,3.1,0.022,0.5,3.88,49.05,0.22,34.6,70.709,5.14,1.57,47,408,0.1,0.1,3.5269,0.011,0.118,0.00077,0.05,0.05,2.162,0.103,0.0005,0.1,0.0046,68.3,0.02,460000,240000,27,3.15,106.13,455,7,2024-11-20,"2024","11","RL-02"
23,7.9,6.95,463,37,176.75,26.03,115.05,0.63,0.86,0.01,0.5,3.38,76.22,0.16,7.3,54.572,5.14,1.2,47,306,0.1,0.1,3.7472,0.0025,0.0964,0.0005,0.05,0.05,2.649,0.111,0.0005,0.1,0.0033,47.1,0.02,46000,24000,27,5.32,68.51,353,4.24,2024-11-20,"2024","11","RL-01"
17,7.5,3.58,485,1.2,155.27,31.08,120.48,0.35,6.05,0.377,3.56,5.09,32.51,0.13,8.9,33.832,5.14,1.44,7,317,0.1,0.1,0.8808,0.0025,0.0426,0.0005,0.05,0.05,0.176,0.05,0.0005,0.1,0.0025,45,0.02,46000,46000,26,4.7,73.49,317,11.52,2025-01-15,"2025","1","RZ-05"
17,8,3.73,434,4.5,151.45,23.6,137.43,0.33,8.03,0.056,0.5,1.58,30.89,0.1,5.2,24.334,5.14,1,7,291,0.1,0.38,0.5293,0.0025,0.0408,0.00129,0.05,0.05,0.373,0.05,0.0005,0.1,0.0025,32.2,0.02,46000,46000,27,2.72,77.95,291,9.67,2025-01-15,"2025","1","RZ-04"
19,7.8,3.83,529,3.1,181.4,39.82,163.15,0.33,5.44,0.283,0.73,2.32,32.03,0.1,4.1,19.722,5.14,1.24,7,356,0.1,0.3,0.5894,0.0025,0.0438,0.00175,0.05,0.05,0.262,0.066,0.0005,0.1,0.0031,49.2,0.043,4300,4300,30,3.76,45.67,356,8.04,2025-01-15,"2025","1","RZ-03"
21,8.8,7.6,936,17,302.6,64.16,202.36,0.78,1.19,0.382,0.5,7.23,136.61,0.15,28.2,112.318,61.97,2.14,35.37,589.63,0.1,1.1,1.1738,0.0025,0.1165,0.00071,0.05,0.05,0.569,0.147,0.0005,0.1,0.0085,122.9,0.02,24000,24000,24,2,119.77,625,8.8,2025-01-20,"2025","1","RL-02"
21,8.7,8.02,856,20,297.57,60.95,209.1,1.2,0.1,0.302,0.5,4.52,130.03,0.1,12,84.434,39.67,1.78,27,575,0.1,0.66,2.1006,0.0025,0.1235,0.00072,0.05,0.05,0.638,0.185,0.0005,0.1,0.0101,111.3,0.02,24000,24000,26,2,123.42,602,4.82,2025-01-20,"2025","1","RL-01"
16,7.7,4.04,358,1.1,146.73,31.03,109.84,0.41,2.76,0.062,0.5,2.88,33.51,0.1,5.1,26.053,5.14,1.61,7,350,0.1,0.1,1.127,0.0025,0.0351,0.0005,0.05,0.05,0.175,0.05,0.0005,0.1,0.0045,53.2,0.02,1100,460,29,2,81.99,350,5.7,2025-02-11,"2025","2","RZ-05"
17,8.1,6.83,386,2.7,169.34,23.6,132.56,0.44,2.4,0.072,0.5,0.68,36.27,0.1,4.8,35.019,5.14,1.01,7,291,0.1,0.1,1.6316,0.0025,0.0353,0.0005,0.05,0.05,0.356,0.05,0.0005,0.1,0.004,37.5,0.02,4600,230,27,2,81.99,291,3.15,2025-02-11,"2025","2","RZ-04"
19,7.7,2.89,551,2.65,227.93,43.18,176.61,0.46,1.69,0.388,1.7,2.26,31.25,0.1,6.1,28.878,5.14,1.23,7,387,0.1,0.1,0.8012,0.0025,0.0363,0.0005,0.05,0.05,0.284,0.187,0.0005,0.1,0.0058,57.4,0.039,2400,430,29,2,101.89,387,4.34,2025-02-11,"2025","2","RZ-03"
21,8.1,2.82,1146,27,402.3,87.72,194.95,0.7,0.29,0.01,7.52,10.11,129.47,0.28,56.4,309.213,129.47,4.09,44.44,682.56,0.1,1.08,0.6208,0.0025,0.1198,0.0006,0.05,0.05,0.168,0.206,0.0005,0.1,0.0091,159.1,0.051,1100000,460000,20,4.39,119.8,727,10.4,2025-02-12,"2025","2","RL-02"
23,7.9,4.43,945,90,317.21,71.38,182.79,1.31,0.83,0.01,0.5,0.5,87.31,0.1,13.4,75.639,5.14,0.87,36.67,665.33,0.1,0.1,7.7714,0.0189,0.1716,0.00051,0.05,0.05,3.685,0.16,0.0005,0.1,0.0164,127.8,0.037,110000,24000,24,2,92.34,702,0.83,2025-02-12,"2025","2","RL-01"
17,7.8,2.72,817,5.1,232.73,34.88,170.63,0.59,0.58,0.055,2.58,4.27,40.78,0.1,4.3,42.403,5.14,1.44,14,357,0.1,0.1,1.2448,0.0026,0.0447,0.0005,0.05,0.05,0.491,1.584,0.0005,0.1,0.0025,62.5,0.02,240000,240000,23,2.67,102.48,371,4.91,2025-03-10,"2025","3","RZ-05"
17,7.7,7.01,605,3.4,201.49,24.56,142.53,0.41,0.78,0.025,0.5,1.57,20.25,0.1,4.8,53.946,5.14,0.72,13,326,0.1,0.1,1.0998,0.0025,0.0375,0.0005,0.05,0.05,0.341,0.05,0.0005,0.1,0.0025,38.8,0.02,460000,240000,30,2.97,92.34,339,2.38,2025-03-10,"2025","3","RZ-04"
17,7.9,3.78,791,3.75,265.03,43.44,174.02,0.51,0.15,0.076,2.98,4.66,36.69,0.1,16.1,45.025,5.14,1.99,7,416,0.1,0.1,0.8653,0.0033,0.0458,0.0005,0.05,0.05,0.455,2.195,0.0005,0.1,0.0032,68.5,0.02,240000,240000,31,2.67,104.67,416,4.89,2025-03-10,"2025","3","RZ-03"
25,8.3,2.2,1080,24,408.32,83.46,194.16,0.69,0.1,0.01,6.59,10.7,84.44,1,96,130.226,5.14,3.52,46.94,680.06,0.1,1.23,1.8088,0.0025,0.1161,0.0005,0.05,0.05,0.15,0.195,0.0005,0.1,0.0077,157.9,0.02,24000000,24000000,30,2,123.38,727,10.7,2025-03-06,"2025","3","RL-02"
25,8,3.02,951,85,320.14,71.47,189.37,1.25,0.66,0.01,0.5,0.62,91.77,0.1,9.7,71.126,5.14,0.91,41.67,666.33,0.1,0.1,8.6986,0.0025,0.1707,0.0005,0.05,0.05,4.551,0.187,0.0005,0.1,0.014,129.4,0.024,1100,1100,28,2,95.92,708,1.28,2025-03-06,"2025","3","RL-01"
23,8.4,4.46,939,60,312.62,71.72,179.21,1.26,0.73,0.01,0.5,0.5,92.57,0.1,9.9,73.29,5.14,0.62,57.97,631.03,0.1,0.14,7.5904,0.0025,0.1613,0.0005,0.05,0.05,2.917,0.091,0.0005,0.1,0.0121,132.5,0.02,24000,24000,26,2,88.75,689,0.73,2025-03-06,"2025","3","CS-01"
17,7.3,3.29,1043,1.1,157.11,40.02,133.34,0.37,2.99,0.176,2.02,2.74,40.53,0.13,2.9,57.647,5.14,1.92,8,364,0.1,0.28,0.7576,0.0025,0.0373,0.0005,0.05,0.05,0.135,0.05,0.0005,0.1,0.0039,60.7,0.02,460,460,24,3.45,93.26,372,5.91,2025-04-07,"2025","4","RZ-05"
17,8.1,7.02,936,3.2,165.67,29.29,331.34,0.38,2.45,0.03,1.57,3.98,29.17,0.1,2.1,17.097,6.6,1.31,11,314,0.1,0.7,0.5986,0.0025,0.0329,0.0005,0.05,0.05,0.332,0.05,0.0005,0.1,0.0033,44.2,0.02,11000,4600,24,2.27,78.59,325,6.46,2025-04-07,"2025","4","RZ-04"
21,8.4,7.52,1380,10.5,283.37,70.03,114.21,0.72,0.33,0.011,1.18,3.92,34.38,0.1,6.9,78.241,5.15,1.52,34,466,0.1,0.75,0.5238,0.0025,0.0509,0.0005,0.05,0.05,0.819,0.488,0.0005,0.1,0.0059,88.4,0.031,11000,4600,27,2,96.68,500,4.26,2025-04-07,"2025","4","RZ-03"
27,7.4,1.56,1088,45,381.52,79.41,178.4,1.2,0.1,0.01,7.02,15.33,91.79,0.72,45.5,186.559,5.28,1.67,59,717,0.1,4.74,3.3634,0.005,0.1326,0.00112,0.05,0.05,2.436,0.107,0.0005,0.1,0.0103,144.7,0.02,46000000,46000000,31,12.87,89.69,776,15.33,2025-04-28,"2025","4","RZ-02"
25,7.6,5.3,679,16,227.5,35.36,165.44,0.72,0.1,0.01,1.35,10.28,117.58,0.1,9.6,59.244,5.14,1.09,34,466,0.1,0.75,1.5624,0.0025,0.1144,0.00058,0.05,0.05,0.877,0.335,0.0005,0.1,0.0058,70.5,0.02,46000,46000,31,9.6,103.83,500,10.28,2025-04-28,"2025","4","RL-02"
25,8.5,6.46,1044,70,343.22,76.35,195.78,1.27,0.68,0.012,0.9,3.19,97.59,0.1,32.8,68.956,5.14,0.85,33,718,0.1,0.51,6.4596,0.0025,0.1708,0.00075,0.05,0.05,4.198,0.102,0.0005,0.1,0.0139,49,0.02,93,93,31,2,92.66,751,0.69,2025-04-01,"2025","4","RL-01"
24,8.7,6.27,1033,120,337.08,78.34,199.61,1.23,0.28,0.01,1.34,3.3,94.39,0.1,34.1,64.411,5.14,0.77,86.49,708.51,0.1,0.35,8.1831,0.0228,0.1844,0.00078,0.05,0.05,5.77,0.111,0.0005,0.1,0.0171,144.3,0.02,460,460,35,2,92.06,795,3.58,2025-04-01,"2025","4","CS-01"
19,7.7,4.08,461,2.2,157.91,36.86,117.86,0.41,2.65,0.017,1.18,3.2,37.89,0.1,3.2,65.335,9.98,1.8,7,359,0.1,0.27,0.631,0.0025,0.0432,0.0005,0.05,0.05,0.843,0.05,0.0005,0.1,0.0049,53.7,0.025,2400,2400,36,3.27,71.31,359,5.87,2025-05-09,"2025","5","RZ-05"
20,8.2,6.41,410,3.3,167.61,25.74,141.95,0.33,1.68,0.031,0.9,2.58,30.38,0.1,4.2,69.986,6.62,1.27,8,323,0.1,1.47,0.4444,0.0025,0.0295,0.0005,0.05,0.05,0.381,0.05,0.0005,0.1,0.0027,38.3,0.022,4600,4600,33,2.97,82.42,331,4.29,2025-05-09,"2025","5","RZ-04"
22,7.9,3.32,668,4,270.58,70.32,191.97,0.64,0.93,0.243,2.02,4.94,37.27,0.1,4.9,50.295,7.57,1.42,27,485,0.8,1.13,1.0714,0.03,0.0499,0.0005,0.05,0.05,0.909,1.268,0.0005,0.1,0.0077,87.9,0.02,46000,24000,34,2.67,107.06,812,6.11,2025-05-09,"2025","5","RZ-03"
24,7.4,1.42,1456,100,606.92,199.8,314.89,1,0.1,0.014,2.19,15,10,0.15,245,938.95,6.13,4.26,331.58,1134.42,27,8.23,1.3251,0.0065,0.1573,0.0011,0.05,0.05,2.202,1.26,0.0005,0.1,0.0176,195.4,0.035,460000,240000,37,8.22,128.47,1466,15.01,2025-05-09,"2025","5","RZ-02"
27,8,4.88,863,7.8,284.13,52.31,201.49,0.95,0.1,0.046,1.12,4.1,128.63,0.1,7.1,88.258,5.14,1.34,19,537,0.1,0.1,0.0982,0.0065,0.1233,0.0005,0.05,0.05,0.579,0.203,0.0005,0.1,0.0121,92.9,0.025,24000,24000,32,5.94,122.82,556,4.15,2025-05-08,"2025","5","RL-02"
29,8.6,5.56,1123,70,381.52,86.59,212.22,1.36,0.31,0.01,0.56,3.59,129.58,0.1,4.1,76.775,6.01,0.64,34,765,0.1,0.1,8.118,0.0214,0.1828,0.00092,0.05,0.05,3.678,0.122,0.0005,0.1,0.0251,145.2,0.037,2400,2400,32,2,108.68,799,3.9,2025-05-08,"2025","5","RL-01"
26,8.9,6.22,1110,120,371.48,89.31,216.07,1.39,0.1,0.01,0.67,4.55,130.69,0.1,5.9,93.214,6.63,0.84,115.94,766.06,0.1,0.46,13.7153,0.0225,0.1961,0.00112,0.05,0.05,6.582,0.141,0.0005,0.1,0.0188,146.2,0.045,110000,110000,34,2,104.23,882,4.55,2025-05-08,"2025","5","CS-01"
