"Temperatura","pH","Oxígeno disuelto","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno total Kjeldahl","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Sólidos totales","Nitrógeno total","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno amoniacal","Sulfatos","SAAM","Sulfuros","Temp. ambiente","Acidez total","Dureza de calcio","fecha","año","mes","est"
22.3,7.36,,1.5,0.521,1.84,6.04,25,8.37,0.58,27,182,0.1,1.5332,0.0025,0.1032,0.00073,0.05,0.05,1.261,0.159,0.0005,0.1,0.0042,12,0.02,1100000,1100000,209,3.86,323,16,108.63,14.41,99,0.87,0.5,21.41,0.19,2.72,20,,,2017-09-21,"2017","9","RS-01"
21,6.99,,0.1,0.022,2.87,6.72,25,21.15,1.28,7,327,0.1,0.5317,0.0025,0.1677,0.00057,0.05,0.05,0.589,0.341,0.0005,0.1,0.0025,37,0.02,110000,46000,327,2.87,555,9.7,173.57,27.44,151.59,0.98,1.66,79.61,0.23,11.32,21,,,2017-09-21,"2017","9","RS-02"
22,7.15,,0.1,0.022,2.3,8.1,39.5,19.55,1.76,9,295,0.1,0.7382,0.0025,0.1469,0.00063,0.05,0.05,0.71,0.417,0.0063,0.1,0.0025,39.4,0.02,110000,24000,304,2.3,449.5,6.9,161.64,26.02,116.13,0.37,0.5,52.14,0.21,6.33,25,,,2017-09-20,"2017","9","RS-03"
24,7.72,,0.1,0.022,20.66,37.5,68.5,11.44,3.1,19,617,0.1,0.581,0.0025,0.1148,0.00061,0.05,0.05,0.358,0.254,0.0005,0.1,0.0025,102.5,0.055,11000000,4600000,636,20.66,1040,8.4,335.01,62.21,198.8,1.11,12.23,112.45,1.84,11.69,26,,,2017-09-20,"2017","9","RS-04"
24,7.84,2.39,0.1,0.265,20.89,16.59,65,10.91,2.93,7,630,0.1,0.469,0.0034,0.14,0.0005,0.05,0.05,0.351,0.284,0.0005,0.1,0.0025,97.9,0.041,1100000,460000,630,21.15,1066,6.1,353.82,67.09,190.43,0.77,19,95.84,0.71,6,22,,,2017-09-21,"2017","9","RS-05"
24,8.25,6.71,2.2,0.752,18.65,52.08,61.5,21.38,3.4,13,601,0.2,1.1142,0.0036,0.1276,0.0005,0.05,0.05,0.729,0.268,0.0008,0.1,0.0025,89.4,0.028,93000,93000,614,21.6,986.3,6.9,325.9,63.64,190.04,0.81,14.81,88.22,0.42,4.64,26,,,2017-09-21,"2017","9","RS-06"
24,7.84,6.84,3,0.391,6.26,44.88,85,17.31,1.8,182,105,1.3,3.9173,0.003,0.1137,0.00134,0.05,0.05,2.154,0.124,0.001,0.1,0.0043,27.9,0.096,4600000,1500000,287,9.65,373.3,80,104.08,20.81,100,0.7,2.07,40.27,0.57,4.74,30,,,2017-09-21,"2017","9","RS-07"
26,7.48,2.42,1.3,0.799,9.76,54.48,167.83,17.9,2.78,231,254,4,11.7532,0.0058,0.1662,0.00318,0.05,0.05,5.778,0.374,0.00089,0.1,0.0159,47.7,0.206,11000000,4600000,485,11.86,531.4,90,153.09,34.08,120.71,1.34,3.1,61.74,0.28,5.13,31,,,2017-09-21,"2017","9","RS-08"
25,7.51,4.99,1.8,0.066,2.52,6.94,30.5,8.37,0.94,41,268,0.1,4.9574,0.0056,0.1075,0.00073,0.05,0.05,2.434,0.057,0.00183,0.1,0.0042,20.2,0.02,9300,9300,309,4.39,317,50,103.37,13.03,87.25,0.58,0.5,13.71,0.19,5.48,29,,,2017-09-22,"2017","9","RS-09"
30,9.12,7.01,0.94,0.095,1.66,6.86,27.5,8.37,0.96,13,324,0.1,0.1735,0.0058,0.986,0.0005,0.05,0.05,0.109,0.05,0.00151,0.1,0.0025,38.6,0.032,9300,930,337,2.69,537,3,167.71,33.85,115.54,0.91,0.5,88.37,0.19,2.05,32,,,2017-09-22,"2017","9","RS-10"
21,7.42,,0.1,0.022,11.54,63,158.97,21.04,2.21,109,318,0.8,11.8383,0.0025,0.1462,0.00173,0.05,0.05,4.164,0.305,0.00248,0.1,0.0157,39.2,0.203,46000000,46000000,427,11.54,566,38,175.19,27.58,146.21,0.53,6.26,67.78,1.49,11.94,22,,,2017-09-21,"2017","9","AA-01"
24,7.65,,0.1,0.022,20.66,63,158.68,15.19,3.24,64,658,0.6,1.9233,0.0025,0.1499,0.00071,0.05,0.05,0.689,0.251,0.0005,0.1,0.0025,109.1,0.037,46000000,24000000,722,20.66,1162,28,373.85,83.95,220.12,1.33,17.39,99.06,2.18,8.58,27,,,2017-09-20,"2017","9","AA-02"
22,7.31,,2.41,0.2,1.55,6.67,25,10.23,0.61,38,179,0.4,0.7416,0.0025,0.0703,0.0005,0.05,0.05,0.662,0.131,0.0005,0.1,0.0025,12.6,0.02,460000,240000,217,4.16,319,12,104.69,15.06,93.62,1.71,0.5,23.46,0.25,1.46,20,,,2017-09-21,"2017","9","RZ-01"
22,7.56,3.67,0.87,0.661,6.08,4.5,25,8.37,1.8,15,560,0.1,0.7784,0.0025,0.0867,0.0005,0.05,0.05,0.609,0.253,0.00087,0.1,0.0025,58,0.02,46000,46000,575,7.61,935.5,8.1,199.67,59.5,29.92,0.88,0.97,217.84,0.27,1.32,21,,,2017-10-18,"2017","10","RS-01"
20,7.07,2.93,0.1,0.022,2.64,5.58,25.98,8.37,0.99,9,321,0.1,1.171,0.0055,0.1519,0.0005,0.05,0.05,0.781,0.229,0.00078,0.1,0.0025,38.1,0.02,110000,46000,330,2.64,488.9,15,159.33,24.96,148.78,1.17,0.63,80.02,0.31,3.02,23,,,2017-10-18,"2017","10","RS-02"
20,7.12,2.52,0.1,0.022,6.89,3.99,25,8.37,1.42,7,364,0.1,0.575,0.0025,0.1512,0.0005,0.05,0.05,0.463,0.264,0.00105,0.1,0.0025,58.7,0.02,110000,46000,364,6.89,595.8,16,183.01,41.54,126.04,0.53,1.03,75.55,0.35,12,22,,,2017-10-19,"2017","10","RS-03"
23,7.59,0.09,0.1,0.022,22.27,38.1,64.96,8.37,1.88,9,644,0.1,0.367,0.0025,0.1134,0.0005,0.05,0.05,0.236,0.232,0.00077,0.1,0.0025,110.2,0.02,46000000,24000000,653,22.27,1124,27,355.5,74.83,214.84,1.24,12.68,133.32,2.7,16.77,22,,,2017-10-19,"2017","10","RS-04"
22,7.61,1.63,0.1,0.022,16.47,11.22,50.58,11.75,1.81,35,626,0.2,1.7818,0.0025,0.1388,0.0005,0.05,0.05,0.0934,0.41,0.00132,0.1,0.0025,104.3,0.02,460000,460000,661,16.47,1078,15,351.21,70.59,209.15,3.41,13.14,110.88,0.83,7.39,18,,,2017-10-19,"2017","10","RS-05"
22,8.22,7.17,2.18,0.658,12.4,6.91,36.19,8.37,1.92,15,606,0.2,0.6351,0.0025,0.0898,0.0005,0.05,0.05,0.471,0.261,0.00081,0.1,0.0025,97.8,0.02,460000,240000,621,15.24,1024,8.1,314.76,66.31,206.8,1.8,10.33,115.46,0.56,6.25,23,,,2017-10-20,"2017","10","RS-06"
24,7.88,5.79,2,0.58,105.2,8.44,38.98,8.37,4.05,15,413,0.1,1.235,0.0025,0.1207,0.0005,0.05,0.05,0.632,0.112,0.00092,0.1,0.0025,62.5,0.02,1100000,1100000,428,10.56,676,12,195.68,39.88,152.89,0.8,6.2,1.19,1.19,2.46,25,,,2017-10-20,"2017","10","RS-07"
27,7.85,6.22,4.98,0.822,3.33,5.38,25,13.36,1.05,7,420,0.1,3.9041,0.0025,0.1163,0.0005,0.05,0.05,0.423,0.05,0.00087,0.1,0.0025,54.5,0.043,46000,24000,420,9.13,601,9.3,133.68,33.8,129.76,0.94,1.32,89.93,0.19,3.57,31,,,2017-10-20,"2017","10","RS-08"
27,7.41,4.92,2.21,0.466,4.19,4.71,27.33,8.37,1.3,7,323,0.1,0.8933,0.0085,0.119,0.0005,0.05,0.05,0.395,0.116,0.00071,0.1,0.0025,42.2,0.02,930,430,330,6.87,513.3,6.6,149.39,29.01,107.42,1.33,1.61,68.61,0.19,4.63,33,,,2017-10-23,"2017","10","RS-09"
30,8.8,7.47,0.51,0.022,4.76,4.82,32.21,8.37,0.73,7,296,0.1,0.1268,0.0097,0.057,0.0005,0.05,0.05,0.079,0.05,0.00117,0.1,0.0025,39.6,0.02,430,230,296,5.29,452,3.1,141.5,29.65,96.24,3.73,0.5,73.48,0.19,3.2,32,,,2017-10-23,"2017","10","RS-10"
22,7.41,1.16,0.1,0.022,17.97,122,180.67,15.25,0.48,40,617,0.1,1.0931,0.0025,0.1692,0.0005,0.05,0.05,0.595,0.202,0.00212,0.1,0.0025,96.7,0.028,11000000,11000000,657,17.97,1054,35,333.28,71.19,182.3,1.74,14.35,109.67,9.61,12.97,17,,,2017-10-18,"2017","10","AA-01"
24,7.56,1.12,0.1,0.022,18.83,62.4,113.52,11.81,2.17,42,694,0.4,0.7324,0.0025,0.1048,0.0005,0.05,0.05,0.374,0.229,0.00091,0.1,0.0025,113.6,0.02,11000000,11000000,736,18.83,1193,45,382.78,71.33,230.71,3.59,14.75,140.86,3.79,13.24,22,,,2017-10-19,"2017","10","AA-02"
22,7.43,1.82,0.93,0.874,3.44,5.88,25,29.11,1.15,11,281,0.1,0.5655,0.0025,0.0935,0.0005,0.05,0.05,0.598,0.249,0.00166,0.1,0.0025,29.6,0.02,930000,430000,292,5.24,502.1,8.5,171.9,28,137.41,1.85,1.84,33.5,0.47,1.4,20,,,2017-10-18,"2017","10","RZ-01"
18,8,2.77,0.1,0.033,3.67,1.26,34.27,9.96,0.8,24,583,0.1,1.9436,0.0037,0.1938,0.00061,0.05,0.05,1.321,0.091,0.00089,0.1,0.0025,87.7,0.025,110000,110000,607,3.7,885,23,302.45,55.12,194.95,1.53,0.5,91.56,0.35,1.57,15,,,2017-11-28,"2017","11","RS-01"
14,8,3.52,0.1,0.022,1.92,1.26,29.74,8.37,1.08,7,584,0.1,0.3515,0.0025,0.2072,0.0005,0.05,0.05,0.202,0.12,0.00078,0.1,0.0025,92.8,0.02,15000,15000,584,1.92,962,2.3,315.47,58.37,226.85,4.79,0.5,111.77,0.2,1.68,19,,,2017-11-28,"2017","11","RS-02"
16,7.76,3.88,0.1,0.032,20.67,14.4,59.47,11.35,4.1,7,714,0.1,0.2702,0.0025,0.1109,0.0005,0.05,0.05,0.175,0.127,0.0005,0.1,0.0025,117.6,0.031,4600000,4600000,714,20.7,1251,13,418.19,78.23,242.6,1.53,15.2,139.68,2.05,8.13,19,,,2017-11-29,"2017","11","RS-04"
16,7.79,2.53,0.48,0.518,15.2,14.22,52.92,14.4,5.21,7,732,0.1,0.2643,0.0025,0.1124,0.0005,0.05,0.05,0.182,0.173,0.0005,0.1,0.0025,116,0.111,240000,240000,732,16.2,1238,4.9,411.68,75.95,243.19,1.71,13.8,137.39,0.99,3.69,10,,,2017-11-29,"2017","11","RS-05"
14,8.05,5.86,5.72,0.821,10.48,37.44,52.99,8.47,4.77,10,716,0.1,0.2637,0.0025,0.1048,0.00051,0.05,0.05,0.225,0.16,0.00068,0.1,0.0025,122.7,0.021,1100000,1100000,726,17.02,1210,4.9,364.9,79.02,250.17,3.87,8.44,137.31,0.42,0.37,10,,,2017-11-30,"2017","11","RS-06"
18,7.97,7.21,0.38,0.17,22.42,20.4,67.34,13.75,4.31,34,572,0.5,0.3844,0.0033,0.0786,0.0011,0.05,0.05,0.278,0.116,0.0005,0.1,0.0025,97.3,0.042,460000,460000,606,22.97,1026,8.2,315.47,63.23,164.65,4.09,16.25,119.67,2.46,1.55,23,,,2017-11-30,"2017","11","RS-07"
20,7.87,6.17,0.9,0.747,21.2,28.44,61.82,8.37,4.49,17,751,0.2,0.6756,0.0043,0.1303,0.00125,0.05,0.05,0.381,0.094,0.0005,0.1,0.0025,129.3,0.054,460000,460000,768,22.85,1282,9.7,374.46,99.24,209.7,3.42,17.65,137.71,0.41,0.99,29,,,2017-11-30,"2017","11","RS-08"
24,7.58,5.02,0.29,0.026,8.68,4.38,31.75,8.37,1.49,10,525,0.1,0.237,0.131,0.1197,0.0005,0.05,0.05,0.239,0.234,0.00073,0.1,0.0025,83.6,0.065,4600,1500,535,9,858,3.6,266.66,53.89,188.38,3.97,7.63,99.86,0.19,2.81,30,,,2017-11-22,"2017","11","RS-09"
26,7.75,2.8,1.41,0.022,1.34,2,25,10.9,0.65,7,274,0.1,0.3093,0.0175,0.1328,0.0005,0.05,0.05,0.159,0.05,0.00069,0.1,0.0025,37,0.055,430,430,274,2.75,426,2,138.72,23.85,102.26,0.9,0.5,38.17,0.22,1.3,29,,,2017-11-22,"2017","11","RS-10"
17,7,1.05,0.1,0.022,21.61,174,247.82,8.37,4.5,27,807,0.1,0.7586,0.0065,0.1411,0.00677,0.05,0.05,0.513,0.138,0.00069,0.1,0.0052,122.4,0.079,11000000,11000000,834,21.61,1278,40,431.21,81.96,90.7,1.6,17.3,146.74,11.06,14.78,6,,,2017-11-28,"2017","11","AA-01"
20,7.74,1.45,0.1,0.022,30.87,59.28,147.53,11.71,6.46,19,866,1,0.7026,0.0025,0.1136,0.0005,0.05,0.05,0.337,0.16,0.00056,0.1,0.0025,134.4,0.051,4600000,4600000,866,30.87,1442,50,517.04,88.93,284.46,1.62,25.28,149.06,2.29,8.13,21,,,2017-11-29,"2017","11","AA-02"
16,7,1.61,0.1,0.022,6.11,33,148.4,20.45,1.77,14,470,0.1,0.282,0.0025,0.1276,0.00055,0.05,0.05,0.397,0.271,0.00085,0.1,0.0025,66.5,0.02,1100000,1100000,484,6.11,743,18,266.86,60.43,156.68,0.65,3.26,35.96,1.43,9.08,14,,,2017-11-28,"2017","11","RZ-01"
18,8.68,6.17,0.13,0.01,2.74,3.3,37.5,7.14,0.54,27,605,0.1,3.7687,0.0041,0.2212,0.00074,0.05,0.05,1.808,0.05,0.0005,0.1,0.0025,86.5,0.028,4600,2400,632,2.87,896.4,28,313.71,55.74,200.88,2.31,0.5,94.82,0.1,2.58,19,10.14,118.47,2018-01-15,"2018","1","RS-01"
14,7.57,4.56,0.1,0.01,1.86,2.1,33.5,7.52,0.88,7,651,0.1,0.5245,0.0041,0.1898,0.0005,0.05,0.05,0.262,0.05,0.0005,0.1,0.0025,89.5,0.034,4600,4600,651,1.86,960.9,2.9,315.73,62.29,213.15,2.72,0.5,111.41,0.1,1.27,22,30.6,123.84,2018-01-15,"2018","1","RS-02"
15,7.7,4.24,0.1,0.027,15.14,22.92,58.5,10.99,5.17,7,865,0.1,0.3388,0.0025,0.1423,0.0005,0.05,0.05,0.156,0.122,0.0005,0.1,0.0025,136.6,0.033,4600000,4600000,872,15.17,1372,6.9,430.66,95.77,263.37,0.9,14.73,163.64,1.32,7.12,14,6.55,111.19,2018-01-16,"2018","1","RS-04"
14,7.8,3.42,0.35,0.202,17.35,11.28,50,12.97,4.12,20,791,0.1,0.3502,0.0025,0.1635,0.00057,0.05,0.05,0.231,0.164,0.00058,0.1,0.0025,130.6,0.04,460000,460000,811,17.9,1324,3.9,442.99,94.7,257.62,0.9,13.45,165.51,0.5,3.95,11,6.22,105.43,2018-01-16,"2018","1","RS-05"
12,8.2,6.26,3.01,0.752,18.46,7.32,55.44,23.18,4.39,12,853,0.1,0.2754,0.0025,0.1256,0.0005,0.05,0.05,0.18,0.195,0.0005,0.1,0.0025,127.4,0.034,110000,110000,865,22.22,1323,4.4,414.1,95.37,259.15,0.76,12.64,144.08,1.03,1.98,11,2,117.13,2018-01-17,"2018","1","RS-06"
16,8.1,7.4,0.46,0.319,20.27,16.8,77.11,11.42,4.49,33,657,0.1,0.6777,0.0025,0.1377,0.00064,0.05,0.05,0.309,0.12,0.0005,0.1,0.0025,98.6,0.077,11000000,11000000,690,21.05,1078,12,326.84,66.33,202.6,1.42,16.31,133.51,1.05,2.76,21,3.99,112.14,2018-01-17,"2018","1","RS-07"
19,8,5.29,0.79,0.61,24.05,10.44,69.05,5.93,3.97,19,822,0.1,0.6394,0.0025,0.1321,0.00103,0.05,0.05,0.283,0.132,0.00051,0.1,0.0025,122.1,0.034,150000,150000,841,25.45,1350,10,410.46,96.54,227.14,1.1,21.96,153.14,0.57,1.46,29,7.85,132.66,2018-01-17,"2018","1","RS-08"
21,7.6,5.26,0.1,0.044,13.34,4.98,38.3,11.3,2.57,10,560,0.1,0.1928,0.0036,0.1041,0.0005,0.05,0.05,0.164,0.183,0.0005,0.1,0.0025,97.5,0.02,430,430,570,13.38,995.9,5.9,323.81,69.56,182.29,1.55,11.65,112.63,0.27,2.14,23,5.83,99.3,2018-01-18,"2018","1","RS-09"
25,7.6,2.5,0.95,0.01,1.11,5.83,35.28,5.14,0.85,7,264,0.1,0.3273,0.0034,0.1045,0.0005,0.05,0.05,0.125,0.05,0.0005,0.1,0.0025,36.8,0.02,430,230,264,2.06,432.2,2.4,141.7,25,95.07,0.79,0.5,64.56,0.1,1.07,29,3.54,67.29,2018-01-18,"2018","1","RS-10"
16,7.37,0.09,0.1,0.01,59,283,526.65,27.5,17.43,63,1122,0.1,0.7683,0.0025,0.1137,0.00057,0.05,0.05,0.393,0.05,0.0005,0.1,0.0025,176.8,0.08,15000000,9300000,1185,59,1846,39,584.99,69.97,247.46,1,49.97,197.21,12.04,22.05,15,35.09,122.5,2018-01-15,"2018","1","AA-01"
21,7.9,2.09,0.1,0.037,31.62,76.68,183.4,9.7,5.32,80,916,2,1.0186,0.0035,0.1468,0.00055,0.05,0.05,0.541,0.156,0.00062,0.1,0.0025,147.5,0.078,11000000,11000000,996,31.66,1544,34,532.07,103.36,281.77,0.94,27.95,166.23,1.04,4.05,22,11.67,130.74,2018-01-16,"2018","1","AA-02"
18,8.34,4.9,0.1,0.034,1.4,4.17,29.5,18.42,0.7,15,591,0.1,2.7139,0.0042,0.2026,0.00065,0.05,0.05,1.325,0.05,0.0005,0.1,0.0025,85.7,0.025,46000,46000,606,1.43,904.4,21,309.46,56.73,210.27,2.5,0.5,102.16,0.1,1.23,19,2,118.66,2018-01-15,"2018","1","RZ-01"
21,8.6,4.25,0.14,0.01,1.11,2.97,34.66,7.77,0.54,33,628,0.1,3.6151,0.0037,0.2419,0.00051,0.05,0.05,1.915,0.054,0.001,0.1,0.0025,94.8,0.063,4600,1500,661,1.25,925.4,33,331.65,56.14,214.71,1.77,0.5,100.33,0.1,4.71,28,2,152.33,2018-02-15,"2018","2","RS-01"
18,7.3,3.81,0.1,0.01,4.89,1.67,35.26,5.14,1.1,9,619,0.1,0.251,0.0029,0.1973,0.0005,0.05,0.05,0.395,0.121,0.00079,0.1,0.0025,98,0.02,43000,43000,628,4.89,978.1,2.9,323.56,66.19,232.57,3.93,0.5,103.11,0.1,7.57,28,4.35,134.27,2018-02-15,"2018","2","RS-02"
17,7.8,4.13,0.1,0.01,8.5,2.3,40.59,6.69,1.27,7,709,0.1,0.3174,0.0025,0.21,0.0005,0.05,0.05,0.201,0.158,0.00091,0.1,0.0025,121.4,0.033,46000,46000,709,8.5,1105,2.7,345.99,82.33,221.58,1.2,1.57,159.33,0.3,6.94,24,10.36,128.58,2018-02-19,"2018","2","RS-03"
19,7.7,2.62,0.1,0.01,12.4,10.56,105.33,8.95,3.57,7,808,0.1,0.2834,0.0025,0.1424,0.0005,0.05,0.05,0.246,0.215,0.00105,0.1,0.0025,137.7,0.043,11000000,11000000,808,12.4,1295,34,425.02,96.73,251.41,1.6,9.96,157.08,1.41,10.53,27,22.82,122.49,2018-02-19,"2018","2","RS-04"
19,7.2,1.98,0.1,0.15,16.95,5.71,49.56,12.9,4.05,7,817,0.1,0.2465,0.0025,0.1626,0.0005,0.05,0.05,0.221,0.247,0.00085,0.1,0.0025,136.2,0.037,460000,240000,817,17.1,1292,3.5,435.12,95.47,248.27,1.24,11.94,132.53,0.56,5.68,20,17.07,124.26,2018-02-19,"2018","2","RS-05"
17,8.2,4.9,2.79,1.055,12.05,8.62,54.75,8.5,2.85,7,852,0.1,0.3291,0.0025,0.1747,0.0005,0.05,0.05,0.556,0.225,0.0011,0.1,0.0025,136.5,0.036,110000,110000,852,15.89,1300,3,422.19,96.98,249.64,0.95,9.03,160.65,0.16,,17,9.14,133.29,2018-02-20,"2018","2","RS-06"
20,8.3,5.4,0.39,0.449,15.14,22.62,157.18,15.09,3.31,43,686,0.6,0.9837,0.0034,0.1135,0.00082,0.05,0.05,0.627,0.113,0.00175,0.1,0.0025,112.1,0.101,11000000,4600000,729,15.98,1040,22,351.45,66.64,206.66,1.83,8.85,126.49,0.54,5.21,22,12.28,161.75,2018-02-20,"2018","2","RS-07"
22,8.2,4.94,0.6,0.585,23.3,15.48,133.61,16.28,3.89,32,796,0.4,1.0532,0.0025,0.1193,0.00099,0.05,0.05,0.611,0.144,0.00147,0.1,0.0027,139.7,0.068,1100000,1100000,828,24.48,1302,15,425.22,105.2,224.13,1.81,19.92,151,0.12,4.61,24,11.32,146.83,2018-02-20,"2018","2","RS-08"
21,7.7,4.67,0.1,0.01,10.83,5.03,32.57,11.91,2.35,7,547,0.1,0.2202,0.0038,0.1142,0.0005,0.05,0.05,0.298,0.05,0.00125,0.1,0.0025,92,0.026,11000,11000,547,10.83,908.6,3.2,293.65,62.92,163.29,1.26,10.13,113.15,0.17,5.56,33,15.68,97.56,2018-02-21,"2018","2","RS-09"
24,8.1,6.21,0.54,0.01,10.66,2.64,23.6,8.18,0.68,7,255,0.1,0.2848,0.0034,0.1019,0.0005,0.05,0.05,0.153,0.05,0.0012,0.1,0.0025,35.1,0.022,3,3,255,11.2,389.2,2.2,132.17,22.01,90.47,0.71,0.5,61.18,0.1,0.37,32,1.65,60.07,2018-02-21,"2018","2","RS-10"
20,7.3,1.91,0.1,0.01,34.36,169,407.03,47.93,5.62,77,830,0.1,0.9857,0.0025,0.1487,0.0005,0.05,0.05,0.434,0.16,0.00178,0.1,0.0025,135,0.099,110000000,46000000,907,34.36,1419,60,503.45,105.83,252,3.3,27.6,103.93,10.51,23.68,23,14.02,150.76,2018-02-15,"2018","2","AA-01"
22,7.6,1.72,0.16,0.01,25.86,20.88,155.12,12.5,4.18,40,857,0.3,0.6149,0.0025,0.1249,0.0005,0.05,0.05,0.337,0.195,0.00167,0.1,0.0025,146.1,0.085,11000000,11000000,897,26.02,1398,40,498.98,101.8,269.86,3.94,16.83,150.56,1.58,5.13,28,20.38,138.78,2018-02-19,"2018","2","AA-02"
21,5.9,0.85,0.1,0.011,6.99,15.6,55.94,18.5,1.24,34,632,0.2,2.4629,0.0041,0.2086,0.0005,0.05,0.05,1.302,0.067,0.00105,0.1,0.0025,97.6,0.052,1100000,1100000,666,7,970.5,20,344.18,57.8,203.72,1.38,3.73,95.32,1.16,6.13,28,2,148.01,2018-02-15,"2018","2","RZ-01"
25,8.4,3.2,0.1,0.01,3.44,2.91,33.63,5.14,0.5,37,653,0.1,3.2245,0.0076,0.1651,0.0005,0.05,0.05,2.013,0.063,0.00098,0.1,0.0029,94,0.02,11000,11000,690,3.44,972.9,45,375.15,67.69,230.21,1.61,0.5,115.26,0.1,1.46,30,2,126.55,2018-03-12,"2018","3","RS-01"
21,7.6,3.92,0.1,0.01,2.74,2.23,34.54,5.14,0.99,7,678,0.1,0.078,0.0061,0.1433,0.0005,0.05,0.05,0.185,0.172,0.00083,0.1,0.0025,100.4,0.02,11000,11000,678,2.74,1077,2.2,356.18,68.76,244.98,1.27,0.5,118.9,0.1,2.42,32,8.44,127.54,2018-03-12,"2018","3","RS-02"
18,7.8,5.76,0.1,0.01,7.28,2.3,42.19,6.16,0.96,7,759,0.1,0.0734,0.0063,0.1244,0.0005,0.05,0.05,0.143,0.086,0.00089,0.1,0.0025,118,0.025,15000,9300,759,7.28,1187,2.2,376.36,80.88,248.18,1.2,0.5,157.68,0.1,2.62,29,9.94,146.11,2018-03-13,"2018","3","RS-03"
20,7.7,1.98,0.1,0.01,19.04,11.55,117.7,6.82,3.49,7,887,0.1,0.092,0.005,0.0877,0.0005,0.05,0.05,0.159,0.151,0.00094,0.1,0.0032,139.3,0.026,930000,430000,887,19.04,1464,10,472.82,106.38,276.77,1.16,14.85,177.3,0.7,5.25,28,10.12,124.35,2018-03-13,"2018","3","RS-04"
20,7.8,2.02,0.38,0.295,18.58,8.22,58.93,9.33,5.9,7,862,0.1,0.1277,0.0049,0.0848,0.0005,0.05,0.05,0.229,0.178,0.00098,0.1,0.0025,139.8,0.025,460000,460000,862,19.25,1458,4.6,474.63,103.21,276.13,2.95,16.48,154.1,0.24,2.82,26,10.57,116.96,2018-03-13,"2018","3","RS-05"
18,8.2,4.46,2.76,1.042,19.74,15.66,134.49,5.14,6.46,7,875,0.1,0.1559,0.0057,0.0865,0.00056,0.05,0.05,0.252,0.176,0.00065,0.1,0.0025,142.8,0.03,460000,460000,882,23.54,1474,4.7,463.53,104.28,273.93,1.25,15.37,175.85,0.62,,18,2,110.58,2018-03-14,"2018","3","RS-06"
21,8,5.3,1.32,0.668,20.62,13.62,116.52,5.14,5.36,15,784,0.1,0.9573,0.0061,0.0581,0.0005,0.05,0.05,0.588,0.14,0.00085,0.1,0.0025,125.3,0.022,1100000,1100000,799,22.61,1336,15,423.98,92.77,239.79,1.65,16.66,170.93,0.45,,24,2,112.17,2018-03-14,"2018","3","RS-07"
25,8,5.94,1.37,0.782,19.74,17.22,120.65,5.14,3.6,26,702,0.1,1.3108,0.006,0.0451,0.00069,0.05,0.05,0.737,0.101,0.00078,0.1,0.0034,120.8,0.038,110000,110000,728,21.89,1251,17,364.05,86.57,208.84,1.63,15.43,148.41,0.15,,32,2,105.79,2018-03-14,"2018","3","RS-08"
28,8.2,6.39,1.17,0.512,6.75,5.82,36.58,5.14,1.9,9,532,0.1,0.0982,0.006,0.389,0.0005,0.05,0.05,0.125,0.055,0.00069,0.1,0.0025,93.6,0.065,75000,23000,541,8.43,950.7,3.3,284.34,65.59,198.46,1.5,2.74,112.86,0.1,1.77,32,2,107.78,2018-03-15,"2018","3","RS-09"
27,8.4,6.31,0.33,0.025,1.4,4.18,28.96,5.14,0.73,7,285,0.1,0.1696,0.0063,0.0408,0.0005,0.05,0.05,0.132,0.05,0.00064,0.1,0.0025,37.8,0.02,4600,930,285,1.75,427.8,1.9,135.91,23.54,98.23,0.88,0.5,58.69,0.1,1.36,32,2,71.66,2018-03-15,"2018","3","RS-10"
22,7.9,0.57,0.1,0.01,47.29,204,421.17,9.46,6.06,49,1003,0.1,0.5066,0.0038,0.0658,0.0005,0.05,0.05,0.193,0.199,0.0005,0.17,0.0025,156.1,0.071,110000000,15000000,1052,47.29,1730,120,687.73,118.22,291.5,1.32,40.24,68.1,12.38,24.08,29,36.05,137.52,2018-03-12,"2018","3","AA-01"
25,7.8,1.53,0.1,0.031,38.32,41.28,200.49,12.79,5.75,60,945,3.5,0.5626,0.0048,0.0769,0.0005,0.05,0.05,0.466,0.166,0.00097,0.1,0.0025,148.7,0.068,15000000,7500000,1005,38.45,1643,29,581.18,113.93,301.88,1.26,29.06,152.7,0.7,2.66,31,21.31,117.36,2018-03-13,"2018","3","AA-02"
24,8.4,3.85,0.1,0.01,13.8,3.36,39.62,5.91,0.53,30,626,0.1,2.8121,0.0082,0.1658,0.0005,0.05,0.05,1.762,0.063,0.0005,0.1,0.0025,95.1,0.025,46000,460000,656,13.8,971.1,40,351.74,58.64,250.57,1,0.5,116.31,0.1,1.36,30,2,131.14,2018-03-12,"2018","3","RZ-01"
